Rk,Wk,Date,Day,Winner,Pts,,Loser,Pts,Notes
379,7,Oct 13 2011,Thu,San Diego State,41,@,Air Force,27,
380,7,Oct 13 2011,Thu,Southern California,30,@,California,9,
381,7,Oct 14 2011,Fri,San Jose State,28,,Hawaii,27,
382,7,Oct 15 2011,Sat,(2) Alabama,52,@,Mississippi,7,
383,7,Oct 15 2011,Sat,(24) Auburn,17,,Florida,6,
384,7,Oct 15 2011,Sat,Ball State,23,@,Ohio,20,
385,7,Oct 15 2011,Sat,(5) Boise State,63,@,Colorado State,13,
386,7,Oct 15 2011,Sat,Brigham Young,38,@,Oregon State,28,
387,7,Oct 15 2011,Sat,Cincinnati,25,,Louisville,16,
388,7,Oct 15 2011,Sat,(8) Clemson,56,@,Maryland,45,
389,7,Oct 15 2011,Sat,Connecticut,16,,South Florida,10,
390,7,Oct 15 2011,Sat,East Carolina,35,@,Memphis,17,
391,7,Oct 15 2011,Sat,Eastern Michigan,35,@,Central Michigan,28,
392,7,Oct 15 2011,Sat,Florida State,41,@,Duke,16,
393,7,Oct 15 2011,Sat,Fresno State,31,,Utah State,21,
394,7,Oct 15 2011,Sat,Georgia,33,@,Vanderbilt,28,
395,7,Oct 15 2011,Sat,Iowa,41,,Northwestern,31,
396,7,Oct 15 2011,Sat,(17) Kansas State,41,@,Texas Tech,34,
397,7,Oct 15 2011,Sat,Louisiana,30,,North Texas,10,
398,7,Oct 15 2011,Sat,(1) Louisiana State,38,@,Tennessee,7,
399,7,Oct 15 2011,Sat,Louisiana-Monroe,38,@,Troy,10,
400,7,Oct 15 2011,Sat,Marshall,24,,Rice,20,
401,7,Oct 15 2011,Sat,Miami (FL),30,@,North Carolina,24,
402,7,Oct 15 2011,Sat,Miami (OH),9,@,Kent State,3,
403,7,Oct 15 2011,Sat,(23) Michigan State,28,,(11) Michigan,14,
404,7,Oct 15 2011,Sat,Missouri,52,,Iowa State,17,
405,7,Oct 15 2011,Sat,Nevada,49,,New Mexico,7,
406,7,Oct 15 2011,Sat,New Mexico State,31,,Idaho,24,
407,7,Oct 15 2011,Sat,Northern Illinois,51,,Western Michigan,22,
408,7,Oct 15 2011,Sat,Ohio State,17,@,(16) Illinois,7,
409,7,Oct 15 2011,Sat,(3) Oklahoma,47,@,Kansas,17,
410,7,Oct 15 2011,Sat,(6) Oklahoma State,38,@,(22) Texas,26,
411,7,Oct 15 2011,Sat,(9) Oregon,41,,(18) Arizona State,27,
412,7,Oct 15 2011,Sat,Penn State,23,,Purdue,18,
413,7,Oct 15 2011,Sat,Rutgers,21,,Navy,20,
414,7,Oct 15 2011,Sat,(15) South Carolina,14,@,Mississippi State,12,
415,7,Oct 15 2011,Sat,Southern Methodist,38,,Central Florida,17,
416,7,Oct 15 2011,Sat,(7) Stanford,44,@,Washington State,14,
417,7,Oct 15 2011,Sat,Temple,34,,Buffalo,0,
418,7,Oct 15 2011,Sat,(21) Texas A&M,55,,(20) Baylor,28,
419,7,Oct 15 2011,Sat,Texas-El Paso,44,@,Tulane,7,
420,7,Oct 15 2011,Sat,Toledo,28,@,Bowling Green State,21,
421,7,Oct 15 2011,Sat,Tulsa,37,,Alabama-Birmingham,20,
422,7,Oct 15 2011,Sat,Utah,26,@,Pittsburgh,14,
423,7,Oct 15 2011,Sat,Virginia,24,,(12) Georgia Tech,21,
424,7,Oct 15 2011,Sat,(19) Virginia Tech,38,@,Wake Forest,17,
425,7,Oct 15 2011,Sat,Washington,52,,Colorado,24,
426,7,Oct 15 2011,Sat,Western Kentucky,20,@,Florida Atlantic,0,
427,7,Oct 15 2011,Sat,(4) Wisconsin,59,,Indiana,7,
428,7,Oct 15 2011,Sat,Wyoming,41,,Nevada-Las Vegas,14,
429,8,Oct 18 2011,Tue,Arkansas State,34,,Florida International,16,
430,8,Oct 20 2011,Thu,Alabama-Birmingham,26,,Central Florida,24,
431,8,Oct 20 2011,Thu,Arizona,48,,UCLA,12,
432,8,Oct 21 2011,Fri,Louisville,16,,Rutgers,14,
433,8,Oct 21 2011,Fri,Syracuse,49,,(11) West Virginia,23,
434,8,Oct 22 2011,Sat,(2) Alabama,37,,Tennessee,6,
435,8,Oct 22 2011,Sat,(10) Arkansas,29,@,Mississippi,24,
436,8,Oct 22 2011,Sat,Ball State,31,,Central Michigan,27,
437,8,Oct 22 2011,Sat,(5) Boise State,37,,Air Force,26,
438,8,Oct 22 2011,Sat,Bowling Green State,13,,Temple,10,
439,8,Oct 22 2011,Sat,Brigham Young,56,,Idaho State,3,
440,8,Oct 22 2011,Sat,California,34,,Utah,10,
441,8,Oct 22 2011,Sat,Cincinnati,37,@,South Florida,34,
442,8,Oct 22 2011,Sat,(8) Clemson,59,,North Carolina,38,
443,8,Oct 22 2011,Sat,East Carolina,38,@,Navy,35,
444,8,Oct 22 2011,Sat,Eastern Michigan,14,,Western Michigan,10,
445,8,Oct 22 2011,Sat,Florida State,41,,Maryland,16,
446,8,Oct 22 2011,Sat,Hawaii,45,,New Mexico State,34,
447,8,Oct 22 2011,Sat,(21) Houston,63,,Marshall,28,
448,8,Oct 22 2011,Sat,Iowa,45,,Indiana,24,
449,8,Oct 22 2011,Sat,(12) Kansas State,59,@,Kansas,21,
450,8,Oct 22 2011,Sat,Kentucky,38,,Jacksonville State,14,
451,8,Oct 22 2011,Sat,(1) Louisiana State,45,,(19) Auburn,10,
452,8,Oct 22 2011,Sat,Louisiana Tech,24,@,Utah State,17,
453,8,Oct 22 2011,Sat,Memphis,33,@,Tulane,17,
454,8,Oct 22 2011,Sat,Miami (FL),24,,(20) Georgia Tech,7,
455,8,Oct 22 2011,Sat,(15) Michigan State,37,,(4) Wisconsin,31,
456,8,Oct 22 2011,Sat,Middle Tennessee State,38,@,Florida Atlantic,14,
457,8,Oct 22 2011,Sat,(13) Nebraska,41,@,Minnesota,14,
458,8,Oct 22 2011,Sat,Nevada,45,,Fresno State,38,
459,8,Oct 22 2011,Sat,North Carolina State,28,@,Virginia,14,
460,8,Oct 22 2011,Sat,North Texas,38,,Louisiana-Monroe,21,
461,8,Oct 22 2011,Sat,Northern Illinois,31,@,Buffalo,30,
462,8,Oct 22 2011,Sat,Ohio,37,@,Akron,20,
463,8,Oct 22 2011,Sat,(6) Oklahoma State,45,@,Missouri,24,
464,8,Oct 22 2011,Sat,(9) Oregon,45,@,Colorado,2,
465,8,Oct 22 2011,Sat,Oregon State,44,@,Washington State,21,
466,8,Oct 22 2011,Sat,Penn State,34,@,Northwestern,24,
467,8,Oct 22 2011,Sat,Purdue,21,,(23) Illinois,14,
468,8,Oct 22 2011,Sat,Southern California,31,@,Notre Dame,17,
469,8,Oct 22 2011,Sat,Southern Mississippi,27,,Southern Methodist,3,
470,8,Oct 22 2011,Sat,(7) Stanford,65,,(22) Washington,21,
471,8,Oct 22 2011,Sat,(17) Texas A&M,33,@,Iowa State,17,
472,8,Oct 22 2011,Sat,Texas Christian,69,,New Mexico,0,
473,8,Oct 22 2011,Sat,Texas Tech,41,@,(3) Oklahoma,38,
474,8,Oct 22 2011,Sat,Texas-El Paso,31,,Colorado State,17,
475,8,Oct 22 2011,Sat,Toledo,49,,Miami (OH),28,
476,8,Oct 22 2011,Sat,Tulsa,38,@,Rice,20,
477,8,Oct 22 2011,Sat,Vanderbilt,44,,Army,21,
478,8,Oct 22 2011,Sat,(16) Virginia Tech,30,,Boston College,14,
479,8,Oct 22 2011,Sat,Wake Forest,24,@,Duke,23,
480,8,Oct 22 2011,Sat,Western Kentucky,42,,Louisiana,23,
481,9,Oct 25 2011,Tue,Florida International,23,,Troy,20,
482,9,Oct 26 2011,Wed,Pittsburgh,35,,Connecticut,20,
483,9,Oct 27 2011,Thu,(18) Houston,73,,Rice,34,
484,9,Oct 27 2011,Thu,Virginia,28,@,Miami (FL),21,
485,9,Oct 28 2011,Fri,Texas Christian,38,,Brigham Young,28,
486,9,Oct 29 2011,Sat,Air Force,42,@,New Mexico,0,
487,9,Oct 29 2011,Sat,(23) Arizona State,48,,Colorado,14,
488,9,Oct 29 2011,Sat,(8) Arkansas,31,@,Vanderbilt,28,
489,9,Oct 29 2011,Sat,Arkansas State,37,,North Texas,14,
490,9,Oct 29 2011,Sat,Army,55,,Fordham,0,
491,9,Oct 29 2011,Sat,Auburn,41,,Mississippi,23,
492,9,Oct 29 2011,Sat,Boston College,28,@,Maryland,17,
493,9,Oct 29 2011,Sat,Central Florida,41,,Memphis,0,
494,9,Oct 29 2011,Sat,Central Michigan,23,@,Akron,22,
495,9,Oct 29 2011,Sat,East Carolina,34,,Tulane,13,
496,9,Oct 29 2011,Sat,Florida State,34,,North Carolina State,0,
497,9,Oct 29 2011,Sat,(22) Georgia,24,,Florida,20,
498,9,Oct 29 2011,Sat,(22) Georgia,24,,Florida,20,TIAA Bank Field - Jacksonville Florida
499,9,Oct 29 2011,Sat,Georgia Tech,31,,(6) Clemson,17,
500,9,Oct 29 2011,Sat,Hawaii,16,@,Idaho,14,
501,9,Oct 29 2011,Sat,Iowa State,41,@,(19) Texas Tech,7,
502,9,Oct 29 2011,Sat,Kent State,27,,Bowling Green State,15,
503,9,Oct 29 2011,Sat,Louisiana,45,@,Middle Tennessee State,20,
504,9,Oct 29 2011,Sat,Louisiana Tech,38,,San Jose State,28,
505,9,Oct 29 2011,Sat,Louisville,27,,Syracuse,10,
506,9,Oct 29 2011,Sat,Marshall,59,,Alabama-Birmingham,14,
507,9,Oct 29 2011,Sat,Miami (OH),41,,Buffalo,13,
508,9,Oct 29 2011,Sat,(17) Michigan,36,,Purdue,14,
509,9,Oct 29 2011,Sat,Minnesota,22,,Iowa,21,
510,9,Oct 29 2011,Sat,Mississippi State,28,@,Kentucky,16,
511,9,Oct 29 2011,Sat,Missouri,38,@,(16) Texas A&M,31,
512,9,Oct 29 2011,Sat,(13) Nebraska,24,,(9) Michigan State,3,
513,9,Oct 29 2011,Sat,Nevada,48,@,New Mexico State,34,
514,9,Oct 29 2011,Sat,Nevada-Las Vegas,38,,Colorado State,35,
515,9,Oct 29 2011,Sat,North Carolina,49,,Wake Forest,24,
516,9,Oct 29 2011,Sat,Northwestern,59,@,Indiana,38,
517,9,Oct 29 2011,Sat,Notre Dame,56,,Navy,14,
518,9,Oct 29 2011,Sat,Ohio State,33,,(12) Wisconsin,29,
519,9,Oct 29 2011,Sat,(11) Oklahoma,58,@,(10) Kansas State,17,
520,9,Oct 29 2011,Sat,(3) Oklahoma State,59,,Baylor,24,
521,9,Oct 29 2011,Sat,(7) Oregon,43,,Washington State,28,
522,9,Oct 29 2011,Sat,(21) Penn State,10,,Illinois,7,
523,9,Oct 29 2011,Sat,(14) South Carolina,14,@,Tennessee,3,
524,9,Oct 29 2011,Sat,Southern Mississippi,31,@,Texas-El Paso,13,
525,9,Oct 29 2011,Sat,(4) Stanford,56,@,(20) Southern California,48,
526,9,Oct 29 2011,Sat,Texas,43,,Kansas,0,
527,9,Oct 29 2011,Sat,Tulsa,38,,Southern Methodist,7,
528,9,Oct 29 2011,Sat,UCLA,31,,California,14,
529,9,Oct 29 2011,Sat,Utah,27,,Oregon State,8,
530,9,Oct 29 2011,Sat,(15) Virginia Tech,14,@,Duke,10,
531,9,Oct 29 2011,Sat,Washington,42,,Arizona,31,
532,9,Oct 29 2011,Sat,(25) West Virginia,41,@,Rutgers,31,
533,9,Oct 29 2011,Sat,Western Kentucky,31,@,Louisiana-Monroe,28,
534,9,Oct 29 2011,Sat,Western Michigan,45,,Ball State,35,
535,9,Oct 29 2011,Sat,Wyoming,30,@,San Diego State,27,
536,10,Nov 1 2011,Tue,Northern Illinois,63,@,Toledo,60,
537,10,Nov 2 2011,Wed,Ohio,35,,Temple,31,
538,10,Nov 3 2011,Thu,Florida State,38,@,Boston College,7,
539,10,Nov 3 2011,Thu,Miami (OH),35,,Akron,3,
540,10,Nov 3 2011,Thu,Tulsa,24,@,Central Florida,17,
541,10,Nov 4 2011,Fri,Kent State,24,,Central Michigan,21,
542,10,Nov 4 2011,Fri,(21) Southern California,42,@,Colorado,17,
543,10,Nov 5 2011,Sat,Air Force,24,,Army,14,
544,10,Nov 5 2011,Sat,(8) Arkansas,44,,(10) South Carolina,28,
545,10,Nov 5 2011,Sat,Arkansas State,39,@,Florida Atlantic,21,
546,10,Nov 5 2011,Sat,Ball State,33,@,Eastern Michigan,31,
547,10,Nov 5 2011,Sat,Baylor,42,,Missouri,39,
548,10,Nov 5 2011,Sat,(5) Boise State,48,@,Nevada-Las Vegas,21,
549,10,Nov 5 2011,Sat,California,30,,Washington State,7,
550,10,Nov 5 2011,Sat,(23) Cincinnati,26,@,Pittsburgh,23,
551,10,Nov 5 2011,Sat,Connecticut,28,,Syracuse,21,
552,10,Nov 5 2011,Sat,Florida,26,,Vanderbilt,21,
553,10,Nov 5 2011,Sat,(18) Georgia,63,,New Mexico State,16,
554,10,Nov 5 2011,Sat,(14) Houston,56,@,Alabama-Birmingham,13,
555,10,Nov 5 2011,Sat,Idaho,32,@,San Jose State,29,
556,10,Nov 5 2011,Sat,Iowa,24,,(13) Michigan,16,
557,10,Nov 5 2011,Sat,Iowa State,13,,Kansas,10,
558,10,Nov 5 2011,Sat,Kentucky,30,,Mississippi,13,
559,10,Nov 5 2011,Sat,Louisiana,36,,Louisiana-Monroe,35,
560,10,Nov 5 2011,Sat,(1) Louisiana State,9,@,(2) Alabama,6,
561,10,Nov 5 2011,Sat,Louisiana Tech,41,@,Fresno State,21,
562,10,Nov 5 2011,Sat,Louisville,38,@,(24) West Virginia,35,
563,10,Nov 5 2011,Sat,Miami (FL),49,,Duke,14,
564,10,Nov 5 2011,Sat,(15) Michigan State,31,,Minnesota,24,
565,10,Nov 5 2011,Sat,Mississippi State,55,,Tennessee-Martin,17,
566,10,Nov 5 2011,Sat,Navy,42,,Troy,14,
567,10,Nov 5 2011,Sat,North Carolina State,13,,North Carolina,0,
568,10,Nov 5 2011,Sat,Northwestern,28,@,(9) Nebraska,25,
569,10,Nov 5 2011,Sat,Notre Dame,24,@,Wake Forest,17,
570,10,Nov 5 2011,Sat,Ohio State,34,,Indiana,20,
571,10,Nov 5 2011,Sat,(7) Oklahoma,41,,Texas A&M,25,
572,10,Nov 5 2011,Sat,(3) Oklahoma State,52,,(17) Kansas State,45,
573,10,Nov 5 2011,Sat,(6) Oregon,34,@,Washington,17,
574,10,Nov 5 2011,Sat,Rice,41,,Texas-El Paso,37,
575,10,Nov 5 2011,Sat,Rutgers,20,,South Florida,17,
576,10,Nov 5 2011,Sat,San Diego State,35,,New Mexico,7,
577,10,Nov 5 2011,Sat,Southern Methodist,45,,Tulane,24,
578,10,Nov 5 2011,Sat,Southern Mississippi,48,@,East Carolina,28,
579,10,Nov 5 2011,Sat,(4) Stanford,38,@,Oregon State,13,
580,10,Nov 5 2011,Sat,Tennessee,24,,Middle Tennessee State,0,
581,10,Nov 5 2011,Sat,Texas,52,,Texas Tech,20,
582,10,Nov 5 2011,Sat,Texas Christian,31,@,Wyoming,20,
583,10,Nov 5 2011,Sat,UCLA,29,,(20) Arizona State,28,
584,10,Nov 5 2011,Sat,Utah,34,@,Arizona,21,
585,10,Nov 5 2011,Sat,Utah State,35,@,Hawaii,31,
586,10,Nov 5 2011,Sat,Virginia,31,@,Maryland,13,
587,10,Nov 5 2011,Sat,Western Kentucky,10,,Florida International,9,
588,10,Nov 5 2011,Sat,(19) Wisconsin,62,,Purdue,17,
589,11,Nov 8 2011,Tue,Northern Illinois,45,@,Bowling Green State,14,
590,11,Nov 8 2011,Tue,Toledo,66,,Western Michigan,63,
591,11,Nov 9 2011,Wed,Temple,24,,Miami (OH),21,
592,11,Nov 10 2011,Thu,(11) Houston,73,@,Tulane,17,
593,11,Nov 10 2011,Thu,Ohio,43,@,Central Michigan,28,
594,11,Nov 10 2011,Thu,(10) Virginia Tech,37,@,(20) Georgia Tech,26,
595,11,Nov 11 2011,Fri,South Florida,37,@,Syracuse,17,
596,11,Nov 12 2011,Sat,(4) Alabama,24,@,Mississippi State,7,
597,11,Nov 12 2011,Sat,Alabama-Birmingham,41,@,Memphis,35,
598,11,Nov 12 2011,Sat,(8) Arkansas,49,,Tennessee,7,
599,11,Nov 12 2011,Sat,Arkansas State,30,,Louisiana,21,
600,11,Nov 12 2011,Sat,Baylor,31,@,Kansas,30,
601,11,Nov 12 2011,Sat,Boston College,14,,North Carolina State,10,
602,11,Nov 12 2011,Sat,Brigham Young,42,,Idaho,7,
603,11,Nov 12 2011,Sat,California,23,,Oregon State,6,
604,11,Nov 12 2011,Sat,(9) Clemson,31,,Wake Forest,28,
605,11,Nov 12 2011,Sat,Colorado,48,,Arizona,29,
606,11,Nov 12 2011,Sat,Eastern Michigan,30,,Buffalo,17,
607,11,Nov 12 2011,Sat,Florida International,41,,Florida Atlantic,7,
608,11,Nov 12 2011,Sat,Florida State,23,,Miami (FL),19,
609,11,Nov 12 2011,Sat,(14) Georgia,45,,(24) Auburn,7,
610,11,Nov 12 2011,Sat,(17) Kansas State,53,,Texas A&M,50,
611,11,Nov 12 2011,Sat,Kent State,35,@,Akron,3,
612,11,Nov 12 2011,Sat,(1) Louisiana State,42,,Western Kentucky,9,
613,11,Nov 12 2011,Sat,Louisiana Tech,27,@,Mississippi,7,
614,11,Nov 12 2011,Sat,Louisiana-Monroe,42,,Middle Tennessee State,14,
615,11,Nov 12 2011,Sat,(22) Michigan,31,@,Illinois,14,
616,11,Nov 12 2011,Sat,(13) Michigan State,37,@,Iowa,21,
617,11,Nov 12 2011,Sat,Missouri,17,,(21) Texas,5,
618,11,Nov 12 2011,Sat,Navy,24,@,Southern Methodist,17,
619,11,Nov 12 2011,Sat,(19) Nebraska,17,@,(12) Penn State,14,
620,11,Nov 12 2011,Sat,Nevada,42,,Hawaii,28,
621,11,Nov 12 2011,Sat,New Mexico,21,,Nevada-Las Vegas,14,
622,11,Nov 12 2011,Sat,New Mexico State,48,,Fresno State,45,
623,11,Nov 12 2011,Sat,North Texas,38,@,Troy,33,
624,11,Nov 12 2011,Sat,Northwestern,28,,Rice,6,
625,11,Nov 12 2011,Sat,Notre Dame,45,,Maryland,21,FedEx Field - Landover Maryland
626,11,Nov 12 2011,Sat,Notre Dame,45,@,Maryland,21,
627,11,Nov 12 2011,Sat,(2) Oklahoma State,66,@,Texas Tech,6,
628,11,Nov 12 2011,Sat,(6) Oregon,53,@,(3) Stanford,30,
629,11,Nov 12 2011,Sat,Pittsburgh,21,@,Louisville,14,
630,11,Nov 12 2011,Sat,Purdue,26,,Ohio State,23,
631,11,Nov 12 2011,Sat,Rutgers,27,,Army,12,
632,11,Nov 12 2011,Sat,San Diego State,18,@,Colorado State,15,
633,11,Nov 12 2011,Sat,(15) South Carolina,17,,Florida,12,
634,11,Nov 12 2011,Sat,(18) Southern California,40,,Washington,17,
635,11,Nov 12 2011,Sat,(25) Southern Mississippi,30,,Central Florida,29,
636,11,Nov 12 2011,Sat,Texas Christian,36,@,(5) Boise State,35,
637,11,Nov 12 2011,Sat,Texas-El Paso,22,,East Carolina,17,
638,11,Nov 12 2011,Sat,Tulsa,59,,Marshall,17,
639,11,Nov 12 2011,Sat,Utah,31,,UCLA,6,
640,11,Nov 12 2011,Sat,Utah State,34,,San Jose State,33,
641,11,Nov 12 2011,Sat,Vanderbilt,38,,Kentucky,8,
642,11,Nov 12 2011,Sat,Virginia,31,,Duke,21,
643,11,Nov 12 2011,Sat,Washington State,37,,Arizona State,27,
644,11,Nov 12 2011,Sat,West Virginia,24,@,(23) Cincinnati,21,
645,11,Nov 12 2011,Sat,(16) Wisconsin,42,@,Minnesota,13,
646,11,Nov 12 2011,Sat,Wyoming,25,@,Air Force,17,
647,12,Nov 15 2011,Tue,Northern Illinois,41,,Ball State,38,
648,12,Nov 16 2011,Wed,Ohio,29,@,Bowling Green State,28,
649,12,Nov 16 2011,Wed,Western Michigan,24,@,Miami (OH),21,
650,12,Nov 17 2011,Thu,Alabama-Birmingham,34,,(22) Southern Mississippi,31,
651,12,Nov 17 2011,Thu,Marshall,23,@,Memphis,22,
652,12,Nov 17 2011,Thu,(9) Virginia Tech,24,,North Carolina,21,
653,12,Nov 18 2011,Fri,Iowa State,37,,(2) Oklahoma State,31,
654,12,Nov 18 2011,Fri,Toledo,44,@,Central Michigan,17,
655,12,Nov 19 2011,Sat,Air Force,45,,Nevada-Las Vegas,17,
656,12,Nov 19 2011,Sat,(3) Alabama,45,,Georgia Southern,21,
657,12,Nov 19 2011,Sat,Arizona,31,@,Arizona State,27,
658,12,Nov 19 2011,Sat,(6) Arkansas,44,,Mississippi State,17,
659,12,Nov 19 2011,Sat,Arkansas State,45,@,Middle Tennessee State,19,
660,12,Nov 19 2011,Sat,Auburn,35,,Samford,16,
661,12,Nov 19 2011,Sat,(25) Baylor,45,,(5) Oklahoma,38,
662,12,Nov 19 2011,Sat,(10) Boise State,52,@,San Diego State,35,
663,12,Nov 19 2011,Sat,Brigham Young,42,,New Mexico State,7,
664,12,Nov 19 2011,Sat,Buffalo,51,,Akron,10,
665,12,Nov 19 2011,Sat,East Carolina,38,,Central Florida,31,
666,12,Nov 19 2011,Sat,Florida,54,,Furman,32,
667,12,Nov 19 2011,Sat,Florida International,28,@,Louisiana-Monroe,17,
668,12,Nov 19 2011,Sat,Fresno State,24,@,Hawaii,21,
669,12,Nov 19 2011,Sat,(13) Georgia,19,,Kentucky,10,
670,12,Nov 19 2011,Sat,Georgia Tech,38,@,Duke,31,
671,12,Nov 19 2011,Sat,(11) Houston,37,,Southern Methodist,7,
672,12,Nov 19 2011,Sat,Iowa,31,@,Purdue,21,
673,12,Nov 19 2011,Sat,(16) Kansas State,17,@,Texas,13,
674,12,Nov 19 2011,Sat,Kent State,28,,Eastern Michigan,22,
675,12,Nov 19 2011,Sat,(1) Louisiana State,52,@,Mississippi,3,
676,12,Nov 19 2011,Sat,Louisiana Tech,24,@,Nevada,20,
677,12,Nov 19 2011,Sat,Louisville,34,@,Connecticut,20,
678,12,Nov 19 2011,Sat,Miami (FL),6,@,South Florida,3,
679,12,Nov 19 2011,Sat,(20) Michigan,45,,(17) Nebraska,17,
680,12,Nov 19 2011,Sat,(12) Michigan State,55,,Indiana,3,
681,12,Nov 19 2011,Sat,Missouri,31,,Texas Tech,27,
682,12,Nov 19 2011,Sat,North Carolina State,37,,(7) Clemson,13,
683,12,Nov 19 2011,Sat,Northwestern,28,,Minnesota,13,
684,12,Nov 19 2011,Sat,(24) Notre Dame,16,,Boston College,14,
685,12,Nov 19 2011,Sat,Oregon State,38,,Washington,21,
686,12,Nov 19 2011,Sat,(21) Penn State,20,@,Ohio State,14,
687,12,Nov 19 2011,Sat,Rice,19,,Tulane,7,
688,12,Nov 19 2011,Sat,Rutgers,20,,Cincinnati,3,
689,12,Nov 19 2011,Sat,San Jose State,27,,Navy,24,
690,12,Nov 19 2011,Sat,(14) South Carolina,41,,Citadel,20,
691,12,Nov 19 2011,Sat,(18) Southern California,38,@,(4) Oregon,35,
692,12,Nov 19 2011,Sat,(8) Stanford,31,,California,28,
693,12,Nov 19 2011,Sat,Temple,42,,Army,14,
694,12,Nov 19 2011,Sat,Tennessee,27,,Vanderbilt,21,
695,12,Nov 19 2011,Sat,Texas A&M,61,,Kansas,7,
696,12,Nov 19 2011,Sat,(19) Texas Christian,34,,Colorado State,10,
697,12,Nov 19 2011,Sat,Troy,34,,Florida Atlantic,7,
698,12,Nov 19 2011,Sat,Tulsa,57,@,Texas-El Paso,28,
699,12,Nov 19 2011,Sat,UCLA,45,,Colorado,6,
700,12,Nov 19 2011,Sat,Utah,30,@,Washington State,27,
701,12,Nov 19 2011,Sat,Utah State,49,@,Idaho,42,
702,12,Nov 19 2011,Sat,Virginia,14,@,(23) Florida State,13,
703,12,Nov 19 2011,Sat,Wake Forest,31,,Maryland,10,
704,12,Nov 19 2011,Sat,Western Kentucky,31,@,North Texas,21,
705,12,Nov 19 2011,Sat,(15) Wisconsin,28,@,Illinois,17,
706,12,Nov 19 2011,Sat,Wyoming,31,,New Mexico,10,
707,13,Nov 22 2011,Tue,Ohio,21,,Miami (OH),14,
708,13,Nov 24 2011,Thu,Texas,27,@,Texas A&M,25,
709,13,Nov 25 2011,Fri,Boston College,24,@,Miami (FL),17,
710,13,Nov 25 2011,Fri,Bowling Green State,42,@,Buffalo,28,
711,13,Nov 25 2011,Fri,California,47,@,Arizona State,38,
712,13,Nov 25 2011,Fri,Central Florida,31,,Texas-El Paso,14,
713,13,Nov 25 2011,Fri,Colorado,17,@,Utah,14,
714,13,Nov 25 2011,Fri,(8) Houston,48,@,Tulsa,16,
715,13,Nov 25 2011,Fri,(1) Louisiana State,41,,(3) Arkansas,17,
716,13,Nov 25 2011,Fri,Louisville,34,@,South Florida,24,
717,13,Nov 25 2011,Fri,(22) Nebraska,20,,Iowa,7,
718,13,Nov 25 2011,Fri,Northern Illinois,18,,Eastern Michigan,12,
719,13,Nov 25 2011,Fri,Temple,34,,Kent State,16,
720,13,Nov 25 2011,Fri,Toledo,45,@,Ball State,28,
721,13,Nov 25 2011,Fri,West Virginia,21,,Pittsburgh,20,
722,13,Nov 25 2011,Fri,Western Michigan,68,,Akron,19,
723,13,Nov 26 2011,Sat,Air Force,45,@,Colorado State,21,
724,13,Nov 26 2011,Sat,(2) Alabama,42,@,Auburn,14,
725,13,Nov 26 2011,Sat,Arizona,45,,Louisiana,37,
726,13,Nov 26 2011,Sat,(21) Baylor,66,,Texas Tech,42,
727,13,Nov 26 2011,Sat,(7) Boise State,36,,Wyoming,14,
728,13,Nov 26 2011,Sat,Cincinnati,30,@,Syracuse,13,
729,13,Nov 26 2011,Sat,Connecticut,40,,Rutgers,22,
730,13,Nov 26 2011,Sat,Florida Atlantic,38,,Alabama-Birmingham,35,
731,13,Nov 26 2011,Sat,Florida International,31,@,Middle Tennessee State,18,
732,13,Nov 26 2011,Sat,Florida State,21,@,Florida,7,
733,13,Nov 26 2011,Sat,(13) Georgia,31,@,(25) Georgia Tech,17,
734,13,Nov 26 2011,Sat,Hawaii,35,,Tulane,23,
735,13,Nov 26 2011,Sat,Kentucky,10,,Tennessee,7,
736,13,Nov 26 2011,Sat,Louisiana Tech,44,,New Mexico State,0,
737,13,Nov 26 2011,Sat,Marshall,34,,East Carolina,27,
738,13,Nov 26 2011,Sat,(17) Michigan,40,,Ohio State,34,
739,13,Nov 26 2011,Sat,(11) Michigan State,31,@,Northwestern,17,
740,13,Nov 26 2011,Sat,Minnesota,27,,Illinois,7,
741,13,Nov 26 2011,Sat,Mississippi State,31,,Mississippi,3,
742,13,Nov 26 2011,Sat,Missouri,24,,Kansas,10,
743,13,Nov 26 2011,Sat,North Carolina,37,,Duke,21,
744,13,Nov 26 2011,Sat,North Carolina State,56,,Maryland,41,
745,13,Nov 26 2011,Sat,(12) Oklahoma,26,,Iowa State,6,
746,13,Nov 26 2011,Sat,(9) Oregon,49,,Oregon State,21,
747,13,Nov 26 2011,Sat,Purdue,33,@,Indiana,25,
748,13,Nov 26 2011,Sat,San Diego State,31,@,Nevada-Las Vegas,14,
749,13,Nov 26 2011,Sat,San Jose State,27,@,Fresno State,24,
750,13,Nov 26 2011,Sat,(14) South Carolina,34,,(18) Clemson,13,
751,13,Nov 26 2011,Sat,(10) Southern California,50,,UCLA,0,
752,13,Nov 26 2011,Sat,Southern Methodist,27,,Rice,24,
753,13,Nov 26 2011,Sat,Southern Mississippi,44,,Memphis,7,
754,13,Nov 26 2011,Sat,(4) Stanford,28,,(22) Notre Dame,14,
755,13,Nov 26 2011,Sat,Utah State,21,,Nevada,17,
756,13,Nov 26 2011,Sat,Vanderbilt,41,@,Wake Forest,7,
757,13,Nov 26 2011,Sat,(6) Virginia Tech,38,@,(24) Virginia,0,
758,13,Nov 26 2011,Sat,Washington,38,,Washington State,21,
