Rk,Wk,Date,Time,Day,Winner,Pts,,Loser,Pts,TV,Notes
644,12,Nov 10 2018,3:30 PM,Sat,(1) Alabama,24,,(18) Mississippi State,0,,Bryant-Denny Stadium - Tuscaloosa Alabama
645,12,Nov 10 2018,7:30 PM,Sat,Alabama-Birmingham,26,,Southern Mississippi,23,,Legion Field - Birmingham Alabama
646,12,Nov 10 2018,4:00 PM,Sat,Appalachian State,38,@,Texas State,7,,Bobcat Stadium - San Marcos Texas
647,12,Nov 10 2018,2:00 PM,Sat,Arizona State,31,,UCLA,28,,Sun Devil Stadium - Tempe Arizona
648,12,Nov 10 2018,5:00 PM,Sat,Arkansas State,44,@,Coastal Carolina,16,,Brooks Stadium - Conway South Carolina
649,12,Nov 10 2018,12:00 PM,Sat,Army,31,,Lafayette,13,,Michie Stadium - West Point New York
650,12,Nov 10 2018,3:00 PM,Sat,Bowling Green State,24,@,Central Michigan,13,,Kelly/Shorts Stadium - Mount Pleasant Michigan
651,12,Nov 10 2018,12:00 PM,Sat,Brigham Young,35,@,Massachusetts,16,,Gillette Stadium - Foxborough Massachusetts
652,12,Nov 10 2018,10:30 PM,Sat,California,15,@,Southern California,14,,Los Angeles Memorial Coliseum - Los Angeles California
653,12,Nov 10 2018,12:00 PM,Sat,(11) Central Florida,35,,Navy,24,,Spectrum Stadium - Orlando Florida
654,12,Nov 10 2018,7:00 PM,Sat,(25) Cincinnati,35,,South Florida,23,,Nippert Stadium - Cincinnati Ohio
655,12,Nov 10 2018,8:00 PM,Sat,(2) Clemson,27,@,(17) Boston College,7,,Alumni Stadium - Chestnut Hill Massachusetts
656,12,Nov 10 2018,12:20 PM,Sat,Duke,42,,North Carolina,35,,Wallace Wade Stadium - Durham North Carolina
657,12,Nov 10 2018,12:00 PM,Sat,Eastern Michigan,27,,Akron,7,,Rynearson Stadium - Ypsilanti Michigan
658,12,Nov 10 2018,12:00 PM,Sat,(19) Florida,35,,South Carolina,31,,Ben Hill Griffin Stadium - Gainesville Florida
659,12,Nov 10 2018,5:00 PM,Sat,Florida Atlantic,34,,Western Kentucky,15,,FAU Football Stadium - Boca Raton Florida
660,12,Nov 10 2018,7:00 PM,Sat,Florida International,45,@,Texas-San Antonio,7,,Alamodome - San Antonio Texas
661,12,Nov 10 2018,7:00 PM,Sat,(5) Georgia,27,,Auburn,10,,Sanford Stadium - Athens Georgia
662,12,Nov 10 2018,7:00 PM,Sat,Georgia Tech,27,,Miami (FL),21,,Bobby Dodd Stadium - Atlanta Georgia
663,12,Nov 10 2018,12:00 PM,Sat,Indiana,34,,Maryland,32,,Memorial Stadium "The Rock" - Bloomington Indiana
664,12,Nov 10 2018,3:30 PM,Sat,(23) Iowa State,28,,Baylor,14,,Jack Trice Stadium - Ames Iowa
665,12,Nov 10 2018,12:00 PM,Sat,Kansas State,21,,Kansas,17,,Bill Snyder Family Stadium - Manhattan Kansas
666,12,Nov 10 2018,5:00 PM,Sat,Louisiana,36,,Georgia State,22,,Cajun Field - Lafayette Louisiana
667,12,Nov 10 2018,7:30 PM,Sat,(9) Louisiana State,24,@,Arkansas,17,,Donald W. Reynolds Razorback Stadium - Fayetteville Arkansas
668,12,Nov 10 2018,7:00 PM,Sat,Louisiana Tech,28,,Rice,13,,Joe Aillet Stadium - Ruston Louisiana
669,12,Nov 10 2018,5:00 PM,Sat,Louisiana-Monroe,38,@,South Alabama,10,,Ladd-Peebles Stadium - Mobile Alabama
670,12,Nov 10 2018,2:30 PM,Sat,Marshall,30,,Charlotte,13,,Joan C. Edwards Stadium - Huntington West Virginia
671,12,Nov 10 2018,12:00 PM,Sat,Memphis,47,,Tulsa,21,,Liberty Bowl Memorial Stadium - Memphis Tennessee
672,12,Nov 10 2018,3:30 PM,Sat,(4) Michigan,42,@,Rutgers,7,,High Point Solutions Stadium - Piscataway New Jersey
673,12,Nov 10 2018,3:00 PM,Sat,Middle Tennessee State,48,@,Texas-El Paso,32,,Sun Bowl - El Paso Texas
674,12,Nov 10 2018,3:30 PM,Sat,Minnesota,41,,Purdue,10,,TCF Bank Stadium - Minneapolis Minnesota
675,12,Nov 10 2018,12:00 PM,Sat,Missouri,33,,Vanderbilt,28,,Memorial Stadium/Faurot Field - Columbia Missouri
676,12,Nov 10 2018,12:00 PM,Sat,Nebraska,54,,Illinois,35,,Memorial Stadium - Lincoln Nebraska
677,12,Nov 10 2018,10:30 PM,Sat,Nevada,49,,Colorado State,10,,MacKay Stadium - Reno Nevada
678,12,Nov 10 2018,10:30 PM,Sat,Nevada-Las Vegas,27,@,San Diego State,24,,SDCCU Stadium - San Diego California
679,12,Nov 10 2018,3:30 PM,Sat,Northwestern,14,@,Iowa,10,,Kinnick Stadium - Iowa City Iowa
680,12,Nov 10 2018,7:30 PM,Sat,(3) Notre Dame,42,,Florida State,13,,Notre Dame Stadium - South Bend Indiana
681,12,Nov 10 2018,12:00 PM,Sat,(8) Ohio State,26,@,(24) Michigan State,6,,Spartan Stadium - East Lansing Michigan
682,12,Nov 10 2018,3:30 PM,Sat,(6) Oklahoma,48,,Oklahoma State,47,,Gaylord Family - Oklahoma Memorial Stadium - Norman Oklahoma
683,12,Nov 10 2018,3:30 PM,Sat,Old Dominion,34,,North Texas,31,,Foreman Field at S.B. Ballard Stadium - Norfolk Virginia
684,12,Nov 10 2018,12:00 PM,Sat,(21) Penn State,22,,Wisconsin,10,,Beaver Stadium - University Park Pennsylvania
685,12,Nov 10 2018,3:30 PM,Sat,Pittsburgh,52,,Virginia Tech,22,,Heinz Field - Pittsburgh Pennsylvania
686,12,Nov 10 2018,12:00 PM,Sat,Southern Methodist,62,@,Connecticut,50,,Pratt & Whitney Stadium at Rentschler Field - East Hartford Connecticut
687,12,Nov 10 2018,9:00 PM,Sat,Stanford,48,,Oregon State,17,,Stanford Stadium - Stanford California
688,12,Nov 10 2018,7:00 PM,Sat,Temple,59,@,Houston,49,,TDECU Stadium - Houston Texas
689,12,Nov 10 2018,3:30 PM,Sat,Tennessee,24,,(12) Kentucky,7,,Neyland Stadium - Knoxville Tennessee
690,12,Nov 10 2018,7:30 PM,Sat,(15) Texas,41,@,Texas Tech,34,,Jones AT&T Stadium - Lubbock Texas
691,12,Nov 10 2018,12:00 PM,Sat,Texas A&M,38,,Mississippi,24,,Kyle Field - College Station Texas
692,12,Nov 10 2018,1:00 PM,Sat,Troy,35,@,Georgia Southern,21,,Allen E. Paulson Stadium - Statesboro Georgia
693,12,Nov 10 2018,4:00 PM,Sat,Tulane,24,,East Carolina,18,,Yulman Stadium - New Orleans Louisiana
694,12,Nov 10 2018,5:30 PM,Sat,Utah,32,,Oregon,25,,Rice-Eccles Stadium - Salt Lake City Utah
695,12,Nov 10 2018,4:00 PM,Sat,(14) Utah State,62,,San Jose State,24,,Merlin Olsen Field at Maverik Stadium - Logan Utah
696,12,Nov 10 2018,3:00 PM,Sat,Virginia,45,,Liberty,24,,Scott Stadium - Charlottesville Virginia
697,12,Nov 10 2018,3:30 PM,Sat,(10) Washington State,31,@,Colorado,7,,Folsom Field - Boulder Colorado
698,12,Nov 10 2018,12:00 PM,Sat,(7) West Virginia,47,,Texas Christian,10,,Mountaineer Field at Milan Puskar Stadium - Morgantown West Virginia
699,13,Nov 13 2018,6:00 PM,Tue,Ball State,42,,Western Michigan,41,,Scheumann Stadium - Muncie Indiana
700,13,Nov 14 2018,8:00 PM,Wed,Miami (OH),13,@,Northern Illinois,7,,Huskie Stadium - DeKalb Illinois
701,13,Nov 14 2018,7:00 PM,Wed,Ohio,52,,Buffalo,17,,Peden Stadium - Athens Ohio
702,13,Nov 15 2018,8:00 PM,Thu,Houston,48,,Tulane,17,,TDECU Stadium - Houston Texas
703,13,Nov 15 2018,9:30 PM,Thu,North Texas,41,,Florida Atlantic,38,,Apogee Stadium - Denton Texas
704,13,Nov 15 2018,6:00 PM,Thu,Toledo,56,@,Kent State,34,,Dix Stadium - Kent Ohio
705,13,Nov 16 2018,9:00 PM,Fri,(23) Boise State,45,@,New Mexico,14,,Dreamstyle Stadium - Albuquerque New Mexico
706,13,Nov 16 2018,9:00 PM,Fri,Memphis,28,@,Southern Methodist,18,,Gerald J. Ford Stadium - Dallas Texas
707,13,Nov 17 2018,12:00 PM,Sat,(1) Alabama,50,,Citadel,17,,Bryant-Denny Stadium - Tuscaloosa Alabama
708,13,Nov 17 2018,2:30 PM,Sat,Appalachian State,45,,Georgia State,17,,Kidd Brewer Stadium - Boone North Carolina
709,13,Nov 17 2018,3:00 PM,Sat,Arkansas State,31,,Louisiana-Monroe,17,,Centennial Bank Stadium - Jonesboro Arkansas
710,13,Nov 17 2018,12:00 PM,Sat,Army,28,,Colgate,14,,Michie Stadium - West Point New York
711,13,Nov 17 2018,4:00 PM,Sat,Auburn,53,,Liberty,0,,Jordan-Hare Stadium - Auburn Alabama
712,13,Nov 17 2018,3:30 PM,Sat,Bowling Green State,21,@,Akron,6,,InfoCision Stadium - Akron Ohio
713,13,Nov 17 2018,10:15 PM,Sat,Brigham Young,45,,New Mexico State,10,,LaVell Edwards Stadium - Provo Utah
714,13,Nov 17 2018,8:00 PM,Sat,(11) Central Florida,38,,(19) Cincinnati,13,,Spectrum Stadium - Orlando Florida
715,13,Nov 17 2018,7:00 PM,Sat,(2) Clemson,35,,Duke,6,,Clemson Memorial Stadium - Clemson South Carolina
716,13,Nov 17 2018,7:00 PM,Sat,East Carolina,55,,Connecticut,21,,Dowdy-Ficklen Stadium - Greenville North Carolina
717,13,Nov 17 2018,12:00 PM,Sat,(15) Florida,63,,Idaho,10,,Ben Hill Griffin Stadium - Gainesville Florida
718,13,Nov 17 2018,2:00 PM,Sat,Florida International,42,@,Charlotte,35,,Jerry Richardson Stadium - Charlotte North Carolina
719,13,Nov 17 2018,3:30 PM,Sat,Florida State,22,,(22) Boston College,21,,Doak Campbell Stadium - Tallahassee Florida
720,13,Nov 17 2018,10:30 PM,Sat,Fresno State,23,,San Diego State,14,,Bulldog Stadium - Fresno California
721,13,Nov 17 2018,4:00 PM,Sat,(5) Georgia,66,,Massachusetts,27,,Sanford Stadium - Athens Georgia
722,13,Nov 17 2018,5:00 PM,Sat,Georgia Southern,41,@,Coastal Carolina,17,,Brooks Stadium - Conway South Carolina
723,13,Nov 17 2018,3:30 PM,Sat,Georgia Tech,30,,Virginia,27,,Bobby Dodd Stadium - Atlanta Georgia
724,13,Nov 17 2018,11:00 PM,Sat,Hawaii,35,,Nevada-Las Vegas,28,,Aloha Stadium - Honolulu Hawaii
725,13,Nov 17 2018,3:30 PM,Sat,Iowa,63,@,Illinois,0,,Memorial Stadium - Champaign Illinois
726,13,Nov 17 2018,3:30 PM,Sat,Kansas State,21,,Texas Tech,6,,Bill Snyder Family Stadium - Manhattan Kansas
727,13,Nov 17 2018,12:00 PM,Sat,(20) Kentucky,34,,Middle Tennessee State,23,,Kroger Field - Lexington Kentucky
728,13,Nov 17 2018,5:00 PM,Sat,Louisiana,48,,South Alabama,38,,Cajun Field - Lafayette Louisiana
729,13,Nov 17 2018,7:30 PM,Sat,(10) Louisiana State,42,,Rice,10,,Tiger Stadium - Baton Rouge Louisiana
730,13,Nov 17 2018,2:30 PM,Sat,Marshall,23,,Texas-San Antonio,0,,Joan C. Edwards Stadium - Huntington West Virginia
731,13,Nov 17 2018,3:30 PM,Sat,Miami (FL),38,@,Virginia Tech,14,,Lane Stadium - Blacksburg Virginia
732,13,Nov 17 2018,4:00 PM,Sat,(4) Michigan,31,,Indiana,20,,Michigan Stadium - Ann Arbor Michigan
733,13,Nov 17 2018,12:00 PM,Sat,(25) Mississippi State,52,,Arkansas,6,,Davis Wade Stadium - Starkville Mississippi
734,13,Nov 17 2018,3:30 PM,Sat,Missouri,50,@,Tennessee,17,,Neyland Stadium - Knoxville Tennessee
735,13,Nov 17 2018,3:30 PM,Sat,Navy,37,,Tulsa,29,,Navy-Marine Corps Memorial Stadium - Annapolis Maryland
736,13,Nov 17 2018,12:00 PM,Sat,Nebraska,9,,Michigan State,6,,Memorial Stadium - Lincoln Nebraska
737,13,Nov 17 2018,3:00 PM,Sat,Nevada,21,@,San Jose State,12,,CEFCU Stadium - San Jose California
738,13,Nov 17 2018,3:00 PM,Sat,North Carolina,49,,Western Carolina,26,,Kenan Memorial Stadium - Chapel Hill North Carolina
739,13,Nov 17 2018,12:20 PM,Sat,North Carolina State,52,@,Louisville,10,,Cardinal Stadium - Louisville Kentucky
740,13,Nov 17 2018,12:00 PM,Sat,(24) Northwestern,24,@,Minnesota,14,,TCF Bank Stadium - Minneapolis Minnesota
741,13,Nov 17 2018,2:30 PM,Sat,(3) Notre Dame,36,,(12) Syracuse,3,,Yankee Stadium - New York New York
742,13,Nov 17 2018,12:00 PM,Sat,(9) Ohio State,52,@,Maryland,51,,Capital One Field at Maryland Stadium - College Park Maryland
743,13,Nov 17 2018,7:30 PM,Sat,(6) Oklahoma,55,,Kansas,40,,Gaylord Family - Oklahoma Memorial Stadium - Norman Oklahoma
744,13,Nov 17 2018,3:30 PM,Sat,Oklahoma State,45,,(7) West Virginia,41,,Boone Pickens Stadium - Stillwater Oklahoma
745,13,Nov 17 2018,2:00 PM,Sat,Old Dominion,77,,Virginia Military Institute,14,,Foreman Field at S.B. Ballard Stadium - Norfolk Virginia
746,13,Nov 17 2018,10:30 PM,Sat,Oregon,31,,Arizona State,29,,Autzen Stadium - Eugene Oregon
747,13,Nov 17 2018,12:00 PM,Sat,(16) Penn State,20,@,Rutgers,7,,High Point Solutions Stadium - Piscataway New Jersey
748,13,Nov 17 2018,12:00 PM,Sat,Pittsburgh,34,@,Wake Forest,13,,BB&T Field - Winston-Salem North Carolina
749,13,Nov 17 2018,7:30 PM,Sat,South Carolina,49,,Chattanooga,9,,Williams-Brice Stadium - Columbia South Carolina
750,13,Nov 17 2018,3:30 PM,Sat,Southern Mississippi,21,,Louisiana Tech,20,,M. M. Roberts Stadium - Hattiesburg Mississippi
751,13,Nov 17 2018,12:00 PM,Sat,Temple,27,,South Florida,17,,Lincoln Financial Field - Philadelphia Pennsylvania
752,13,Nov 17 2018,8:00 PM,Sat,(13) Texas,24,,(18) Iowa State,10,,Darrell K Royal-Texas Memorial Stadium - Austin Texas
753,13,Nov 17 2018,7:00 PM,Sat,Texas A&M,41,,Alabama-Birmingham,20,,Kyle Field - College Station Texas
754,13,Nov 17 2018,12:00 PM,Sat,Texas Christian,16,@,Baylor,9,,McLane Stadium - Waco Texas
755,13,Nov 17 2018,3:30 PM,Sat,Troy,12,,Texas State,7,,Veterans Memorial Stadium - Troy Alabama
756,13,Nov 17 2018,3:30 PM,Sat,UCLA,34,,Southern California,27,,Rose Bowl - Pasadena California
757,13,Nov 17 2018,1:30 PM,Sat,(21) Utah,30,@,Colorado,7,,Folsom Field - Boulder Colorado
758,13,Nov 17 2018,2:00 PM,Sat,(14) Utah State,29,@,Colorado State,24,,Sonny Lubrick Field at Canvas Stadium - Fort Collins Colorado
759,13,Nov 17 2018,7:30 PM,Sat,Vanderbilt,36,,Mississippi,29,,Vanderbilt Stadium - Nashville Tennessee
760,13,Nov 17 2018,4:30 PM,Sat,(17) Washington,42,,Oregon State,23,,Husky Stadium - Seattle Washington
761,13,Nov 17 2018,10:30 PM,Sat,(8) Washington State,69,,Arizona,28,,Martin Stadium - Pullman Washington
762,13,Nov 17 2018,7:30 PM,Sat,Western Kentucky,40,,Texas-El Paso,16,,Houchens Industries-L.T. Smith Stadium - Bowling Green Kentucky
763,13,Nov 17 2018,3:30 PM,Sat,Wisconsin,47,@,Purdue,44,,Ross-Ade Stadium - West Lafayette Indiana
764,13,Nov 17 2018,4:00 PM,Sat,Wyoming,35,,Air Force,27,,Jonah Field War Memorial Stadium - Laramie Wyoming
765,14,Nov 20 2018,7:00 PM,Tue,Miami (OH),42,,Ball State,21,,Fred Yager Stadium - Oxford Ohio
766,14,Nov 20 2018,7:00 PM,Tue,Western Michigan,28,,Northern Illinois,21,,Waldo Stadium - Kalamazoo Michigan
767,14,Nov 22 2018,3:30 PM,Thu,Air Force,27,,Colorado State,19,,Falcon Stadium - Colorado Springs Colorado
768,14,Nov 22 2018,7:30 PM,Thu,(22) Mississippi State,35,@,Mississippi,3,,Vaught-Hemingway Stadium - Oxford Mississippi
769,14,Nov 23 2018,12:00 PM,Fri,Buffalo,44,@,Bowling Green State,14,,Doyt Perry Stadium - Bowling Green Ohio
770,14,Nov 23 2018,4:15 PM,Fri,(8) Central Florida,38,@,South Florida,10,,Raymond James Stadium - Tampa Florida
771,14,Nov 23 2018,3:30 PM,Fri,Cincinnati,56,,East Carolina,6,,Nippert Stadium - Cincinnati Ohio
772,14,Nov 23 2018,12:00 PM,Fri,Eastern Michigan,28,@,Kent State,20,,Dix Stadium - Kent Ohio
773,14,Nov 23 2018,12:00 PM,Fri,Iowa,31,,Nebraska,28,,Kinnick Stadium - Iowa City Iowa
774,14,Nov 23 2018,12:00 PM,Fri,Memphis,52,,Houston,31,,Liberty Bowl Memorial Stadium - Memphis Tennessee
775,14,Nov 23 2018,2:30 PM,Fri,Missouri,38,,Arkansas,0,,Memorial Stadium/Faurot Field - Columbia Missouri
776,14,Nov 23 2018,12:00 PM,Fri,Ohio,49,,Akron,28,,Peden Stadium - Athens Ohio
777,14,Nov 23 2018,8:00 PM,Fri,(6) Oklahoma,59,@,(12) West Virginia,56,,Mountaineer Field at Milan Puskar Stadium - Morgantown West Virginia
778,14,Nov 23 2018,4:00 PM,Fri,Oregon,55,@,Oregon State,15,,Reser Stadium - Corvallis Oregon
779,14,Nov 23 2018,3:00 PM,Fri,South Alabama,31,,Coastal Carolina,28,,Ladd-Peebles Stadium - Mobile Alabama
780,14,Nov 23 2018,11:05 AM,Fri,(11) Texas,24,@,Kansas,17,,Memorial Stadium - Lawrence Kansas
781,14,Nov 23 2018,12:00 PM,Fri,Toledo,51,,Central Michigan,13,,Glass Bowl - Toledo Ohio
782,14,Nov 23 2018,3:30 PM,Fri,Virginia Tech,34,,Virginia,31,,Lane Stadium - Blacksburg Virginia
783,14,Nov 23 2018,8:30 PM,Fri,(16) Washington,28,@,(7) Washington State,15,,Martin Stadium - Pullman Washington
784,14,Nov 24 2018,3:30 PM,Sat,(1) Alabama,52,,Auburn,21,,Bryant-Denny Stadium - Tuscaloosa Alabama
785,14,Nov 24 2018,2:30 PM,Sat,Appalachian State,21,,Troy,10,,Kidd Brewer Stadium - Boone North Carolina
786,14,Nov 24 2018,3:30 PM,Sat,Arizona State,41,@,Arizona,40,,Arizona Stadium - Tucson Arizona
787,14,Nov 24 2018,4:00 PM,Sat,Arkansas State,33,@,Texas State,7,,Bobcat Stadium - San Marcos Texas
788,14,Nov 24 2018,12:00 PM,Sat,Baylor,35,,Texas Tech,24,,AT&T Stadium - Arlington Texas
789,14,Nov 24 2018,10:15 PM,Sat,(21) Boise State,33,,(14) Utah State,24,,Albertsons Stadium - Boise Idaho
790,14,Nov 24 2018,7:00 PM,Sat,California,33,,Colorado,21,,California Memorial Stadium - Berkeley California
791,14,Nov 24 2018,6:00 PM,Sat,Charlotte,27,@,Florida Atlantic,24,,FAU Football Stadium - Boca Raton Florida
792,14,Nov 24 2018,7:00 PM,Sat,(2) Clemson,56,,South Carolina,35,,Clemson Memorial Stadium - Clemson South Carolina
793,14,Nov 24 2018,12:00 PM,Sat,(13) Florida,41,@,Florida State,14,,Doak Campbell Stadium - Tallahassee Florida
794,14,Nov 24 2018,7:00 PM,Sat,Fresno State,31,,San Jose State,13,,Bulldog Stadium - Fresno California
795,14,Nov 24 2018,12:00 PM,Sat,(5) Georgia,45,,Georgia Tech,21,,Sanford Stadium - Athens Georgia
796,14,Nov 24 2018,2:00 PM,Sat,Georgia Southern,35,@,Georgia State,14,,Georgia State Stadium - Atlanta Georgia
797,14,Nov 24 2018,10:30 PM,Sat,Hawaii,31,@,San Diego State,30,,SDCCU Stadium - San Diego California
798,14,Nov 24 2018,7:00 PM,Sat,(25) Iowa State,42,,Kansas State,38,,Jack Trice Stadium - Ames Iowa
799,14,Nov 24 2018,7:00 PM,Sat,(17) Kentucky,56,@,Louisville,10,,Cardinal Stadium - Louisville Kentucky
800,14,Nov 24 2018,2:00 PM,Sat,Liberty,28,,New Mexico State,21,,Williams Stadium - Lynchburg Virginia
801,14,Nov 24 2018,3:00 PM,Sat,Louisiana,31,@,Louisiana-Monroe,28,,Malone Stadium - Monroe Louisiana
802,14,Nov 24 2018,12:00 PM,Sat,Marshall,28,@,Florida International,25,,Riccardo Silva Stadium - Miami Florida
803,14,Nov 24 2018,3:30 PM,Sat,Miami (FL),24,,(24) Pittsburgh,3,,Hard Rock Stadium - Miami Gardens Florida
804,14,Nov 24 2018,4:00 PM,Sat,Michigan State,14,,Rutgers,10,,Spartan Stadium - East Lansing Michigan
805,14,Nov 24 2018,3:00 PM,Sat,Middle Tennessee State,27,,Alabama-Birmingham,3,,Johnny "Red" Floyd Stadium - Murfreesboro Tennessee
806,14,Nov 24 2018,3:30 PM,Sat,Minnesota,37,@,Wisconsin,15,,Camp Randall Stadium - Madison Wisconsin
807,14,Nov 24 2018,9:30 PM,Sat,Nevada-Las Vegas,34,,Nevada,29,,Sam Boyd Stadium - Las Vegas Nevada
808,14,Nov 24 2018,12:20 PM,Sat,North Carolina State,34,@,North Carolina,28,,Kenan Memorial Stadium - Chapel Hill North Carolina
809,14,Nov 24 2018,7:00 PM,Sat,North Texas,24,@,Texas-San Antonio,21,,Alamodome - San Antonio Texas
810,14,Nov 24 2018,3:30 PM,Sat,(20) Northwestern,24,,Illinois,16,,Ryan Field - Evanston Illinois
811,14,Nov 24 2018,8:00 PM,Sat,(3) Notre Dame,24,@,Southern California,17,,Los Angeles Memorial Coliseum - Los Angeles California
812,14,Nov 24 2018,12:00 PM,Sat,(10) Ohio State,62,,(4) Michigan,39,,Ohio Stadium - Columbus Ohio
813,14,Nov 24 2018,3:30 PM,Sat,(15) Penn State,38,,Maryland,3,,Beaver Stadium - University Park Pennsylvania
814,14,Nov 24 2018,12:00 PM,Sat,Purdue,28,@,Indiana,21,,Memorial Stadium "The Rock" - Bloomington Indiana
815,14,Nov 24 2018,1:00 PM,Sat,Rice,27,,Old Dominion,13,,Rice Stadium - Houston Texas
816,14,Nov 24 2018,3:00 PM,Sat,Southern Mississippi,39,@,Texas-El Paso,7,,Sun Bowl - El Paso Texas
817,14,Nov 24 2018,3:00 PM,Sat,Stanford,49,@,UCLA,42,,Rose Bowl - Pasadena California
818,14,Nov 24 2018,12:00 PM,Sat,(19) Syracuse,42,@,Boston College,21,,Alumni Stadium - Chestnut Hill Massachusetts
819,14,Nov 24 2018,3:30 PM,Sat,Temple,57,@,Connecticut,7,,Pratt & Whitney Stadium at Rentschler Field - East Hartford Connecticut
820,14,Nov 24 2018,7:30 PM,Sat,Texas A&M,74,,(8) Louisiana State,72,,Kyle Field - College Station Texas
821,14,Nov 24 2018,8:00 PM,Sat,Texas Christian,31,,Oklahoma State,24,,Amon G. Carter Stadium - Fort Worth Texas
822,14,Nov 24 2018,12:00 PM,Sat,Tulane,29,,Navy,28,,Yulman Stadium - New Orleans Louisiana
823,14,Nov 24 2018,3:30 PM,Sat,Tulsa,27,,Southern Methodist,24,,Skelly Field at H.A. Chapman Stadium - Tulsa Oklahoma
824,14,Nov 24 2018,10:00 PM,Sat,(18) Utah,35,,Brigham Young,27,,Rice-Eccles Stadium - Salt Lake City Utah
825,14,Nov 24 2018,4:00 PM,Sat,Vanderbilt,38,,Tennessee,13,,Vanderbilt Stadium - Nashville Tennessee
826,14,Nov 24 2018,12:30 PM,Sat,Wake Forest,59,@,Duke,7,,Wallace Wade Stadium - Durham North Carolina
827,14,Nov 24 2018,12:00 PM,Sat,Western Kentucky,30,@,Louisiana Tech,15,,Joe Aillet Stadium - Ruston Louisiana
828,14,Nov 24 2018,2:30 PM,Sat,Wyoming,31,@,New Mexico,3,,Dreamstyle Stadium - Albuquerque New Mexico
829,15,Nov 30 2018,7:00 PM,Fri,Northern Illinois,30,,Buffalo,29,,Ford Field - Detroit Michigan
830,15,Nov 30 2018,8:00 PM,Fri,(10) Washington,10,,(17) Utah,3,,Levi's Stadium - Santa Clara California
831,15,Dec 1 2018,4:00 PM,Sat,(1) Alabama,35,,(4) Georgia,28,,Mercedes-Benz Stadium - Atlanta Georgia
832,15,Dec 1 2018,1:30 PM,Sat,Alabama-Birmingham,27,@,Middle Tennessee State,25,,Johnny "Red" Floyd Stadium - Murfreesboro Tennessee
833,15,Dec 1 2018,12:00 PM,Sat,Appalachian State,30,,Louisiana,19,,Kidd Brewer Stadium - Boone North Carolina
834,15,Dec 1 2018,3:30 PM,Sat,(7) Central Florida,56,,Memphis,41,,Spectrum Stadium - Orlando Florida
835,15,Dec 1 2018,8:00 PM,Sat,(2) Clemson,42,,Pittsburgh,10,,Bank of America Stadium - Charlotte North Carolina
836,15,Dec 1 2018,7:45 PM,Sat,(25) Fresno State,19,@,(19) Boise State,16,,Albertsons Stadium - Boise Idaho
837,15,Dec 1 2018,12:00 PM,Sat,(24) Iowa State,27,,Drake,24,,Jack Trice Stadium - Ames Iowa
838,15,Dec 1 2018,2:00 PM,Sat,Liberty,52,,Norfolk State,17,,Williams Stadium - Lynchburg Virginia
839,15,Dec 1 2018,12:00 PM,Sat,North Carolina State,58,,East Carolina,3,,Carter-Finley Stadium - Raleigh North Carolina
840,15,Dec 1 2018,8:00 PM,Sat,(6) Ohio State,45,,(21) Northwestern,24,,Lucas Oil Stadium - Indianapolis Indiana
841,15,Dec 1 2018,12:00 PM,Sat,(5) Oklahoma,39,,(9) Texas,27,,AT&T Stadium - Arlington Texas
842,15,Dec 1 2018,12:00 PM,Sat,South Carolina,28,,Akron,3,,Williams-Brice Stadium - Columbia South Carolina
843,15,Dec 1 2018,3:00 PM,Sat,Stanford,23,@,California,13,,California Memorial Stadium - Berkeley California
844,15,Dec 1 2018,12:00 PM,Sat,Virginia Tech,41,,Marshall,20,,Lane Stadium - Blacksburg Virginia
845,16,Dec 8 2018,3:00 PM,Sat,(22) Army,17,,Navy,10,,Lincoln Financial Field - Philadelphia Pennsylvania
846,17,Dec 15 2018,9:00 PM,Sat,Appalachian State,45,,Middle Tennessee State,13,,New Orleans Bowl (Mercedes-Benz Superdome - New Orleans Louisiana)
847,17,Dec 15 2018,3:30 PM,Sat,(19) Fresno State,31,,Arizona State,20,,Las Vegas Bowl (Sam Boyd Stadium - Las Vegas Nevada)
848,17,Dec 15 2018,5:30 PM,Sat,Georgia Southern,23,,Eastern Michigan,21,,Camellia Bowl (Cramton Bowl - Montgomery Alabama)
849,17,Dec 15 2018,1:30 PM,Sat,Tulane,41,,Louisiana,24,,AutoNation Cure Bowl (Camping World Stadium - Orlando Florida)
850,17,Dec 15 2018,2:00 PM,Sat,Utah State,52,,North Texas,13,,New Mexico Bowl (Dreamstyle Stadium - Albuquerque New Mexico)
851,18,Dec 18 2018,7:00 PM,Tue,Alabama-Birmingham,37,,Northern Illinois,13,,Boca Raton Bowl (FAU Football Stadium - Boca Raton Florida)
852,18,Dec 19 2018,8:00 PM,Wed,Ohio,27,,San Diego State,0,,Frisco Bowl (Toyota Stadium - Frisco Texas)
853,18,Dec 20 2018,8:00 PM,Thu,Marshall,38,,South Florida,20,,Bad Boy Mowers Gasparilla Bowl (Raymond James Stadium - Tampa Florida)
854,18,Dec 21 2018,4:00 PM,Fri,Brigham Young,49,,Western Michigan,18,,Famous Idaho Potato Bowl (Albertsons Stadium - Boise Idaho)
855,18,Dec 21 2018,12:30 PM,Fri,Florida International,35,,Toledo,32,,Bahamas Bowl (Thomas Robinson Stadium - Nassau BHS)
856,18,Dec 22 2018,3:30 PM,Sat,(22) Army,70,,Houston,14,,Armed Forces Bowl (Amon G. Carter Stadium - Fort Worth Texas)
